Facility_Mnemonic,Location_Mnemonic,Coid,Network_Mnemonic_CS,Facility_Desc
COCWU     ,Z.USN     ,34327,TXA ,West Houston Medical Center
COCHN     ,E.WHUS    ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.PK-NOTE ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.HK      ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.GRL     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.PCC     ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.DTY     ,34325,TXG ,Medical City Dallas
COCTU     ,D.MEDIBHE2,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.ZPLANTOP,9727,KSA ,Research Medical Center
COCJR     ,F.PNCL    ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.TCOBS   ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.QM      ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.MNT     ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.PEDD   ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.DUS     ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.CNS     ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,H.IRB     ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.ECBCMIL ,30930,FLI ,Gulf Coast Regional Medical Ce
COCLV     ,F.STAT    ,31824,LAB ,Lakeview Regional Medical Cent
COCDO     ,D.D3E     ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,GV.BB     ,26620,TNB ,Parkridge West Hospital
COCWY     ,W.BUI     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JAMEDGO ,34632,VAA ,CJW Medical Center
.         ,4C        ,37969,FLJ ,JFK Medical Center
COCNB     ,F.NBOPCLN ,27450,COA ,North Suburban
COCCM     ,Z.SURG    ,9726,KSA ,Centerpoint Medical Center
COCVT     ,M.PHP     ,31201,IDB ,West Valley Medical Center
COCBM     ,V.CEO     ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.LIVTX   ,34318,TXG ,Medical City Fort Worth
COCST     ,CWVOPS    ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.QM      ,8409,VAC ,Dominion Hospital
COCER_O   ,W.EVS     ,25901,OKA ,Edmond OUMC
COCLR     ,M.LRSP347 ,30936,FLG ,Largo Medical Center
COCUB     ,X.CBMTOUT ,27200,COA ,P-SL Medical Center
COCAS     ,M.DIAL    ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EUR.PSYDI ,33608,OKA ,OU Medical Center
COCID     ,R.TWHC    ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.TRICARE ,34372,TXG ,Medical City Lewisville
COCCT     ,M.PT3     ,34222,TNA ,Centennial Medical Center
COCNW     ,J.FOSST   ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.LACTAT ,27300,COA ,Rose Medical Center
COCVH     ,D.SDC     ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.CHEMO   ,34223,TNA ,Summit Medical Center
COCZR     ,H.EH      ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.4NIC2   ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.CASH    ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.3SOUTH  ,30555,CAC ,Los Robles Hospital And Medica
COCWR     ,H.HR      ,30928,FLI ,West Florida Hospital
COCAA     ,N.TVR     ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.ICU    ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-486 ,34293,TNA ,Skyline Medical Center
COCKN     ,506D-ERHLD,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.SURV    ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.OBS    ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.Z.COVEN ,30916,FLL ,North Florida Regional Medical
COCOP     ,G.OPREHAB ,30913,FLH ,Orange Park Medical Center
COCUH     ,UPHA      ,35940,FLB ,University Hospital
COCSW     ,W.IRL     ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.HIMP    ,34327,TXA ,West Houston Medical Center
COCHN     ,E.HSK     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.ORSBC   ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.NID     ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.PQF     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.CONF    ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.MDFEE   ,34325,TXG ,Medical City Dallas
COCTU     ,D.LSPHE   ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.NMSCHOOL,9727,KSA ,Research Medical Center
COCJR     ,F.SSRHH   ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.DCHH    ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.TEL     ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.DSU     ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.611PD  ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.DIGEST  ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.AUD     ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,W.PBDS    ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.ECBCATO ,30930,FLI ,Gulf Coast Regional Medical Ce
COCLV     ,F.ADM     ,31824,LAB ,Lakeview Regional Medical Cent
COCDO     ,Y.DIAL    ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.WGERO   ,26620,TNB ,Parkridge West Hospital
COCWY     ,J.UKCP    ,31608,KSB ,Wesley Medical Center
COCCC     ,D.CPHEALTH,34632,VAA ,CJW Medical Center
.         ,Z4CNHC    ,37969,FLJ ,JFK Medical Center
COCNB     ,F.WLAB    ,27450,COA ,North Suburban
COCCM     ,Z.HIST    ,9726,KSA ,Centerpoint Medical Center
COCVT     ,M.SNFOE   ,31201,IDB ,West Valley Medical Center
COCBM     ,V.FNS     ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.ERECTH  ,34318,TXG ,Medical City Fort Worth
COCST     ,X.WSSC    ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.NUR     ,8409,VAC ,Dominion Hospital
COCER_O   ,W.PBX     ,25901,OKA ,Edmond OUMC
COCLR     ,M.LRHAY   ,30936,FLG ,Largo Medical Center
COCUB     ,X.DIRP    ,27200,COA ,P-SL Medical Center
COCAS     ,M.PSYCH   ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EC.BURN   ,33608,OKA ,OU Medical Center
COCID     ,D.BHM     ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.ENT     ,34372,TXG ,Medical City Lewisville
COCCT     ,M.CDEP    ,34222,TNA ,Centennial Medical Center
COCNW     ,J.NBOP    ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.DMED   ,27300,COA ,Rose Medical Center
COCVH     ,DS5W      ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.RX      ,34223,TNA ,Summit Medical Center
COCZR     ,H.TRAN    ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.ET      ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.FNS     ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.CUST    ,30555,CAC ,Los Robles Hospital And Medica
COCWR     ,H.CR      ,30928,FLI ,West Florida Hospital
COCAA     ,M.PBX     ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.4TH    ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-432 ,34293,TNA ,Skyline Medical Center
COCKN     ,CPU       ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,HP.HIM    ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.IS     ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.CXADMIT ,30916,FLL ,North Florida Regional Medical
COCOP     ,G.EDTX    ,30913,FLH ,Orange Park Medical Center
COCUH     ,U4SO      ,35940,FLB ,University Hospital
COCSW     ,W.PACU    ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.PATH    ,34327,TXA ,West Houston Medical Center
COCHN     ,E.OT      ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.IS      ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.RHD     ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.PDOC    ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.PAI     ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.MMG     ,34325,TXG ,Medical City Dallas
COCTU     ,D.L2      ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.MICU    ,9727,KSA ,Research Medical Center
COCJR     ,z.FIT.ARC5,34627,VAA ,John Randolph Medical Center
COCTR     ,D.SPFT    ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.MTCR2   ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.OPS     ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.CTD    ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.ORDEPT  ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.EXC     ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,H.OBC     ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.DAUBE   ,30930,FLI ,Gulf Coast Regional Medical Ce
COCLV     ,F.METRM06 ,31824,LAB ,Lakeview Regional Medical Cent
COCDO     ,D.MUE     ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.WHIM    ,26620,TNB ,Parkridge West Hospital
COCWY     ,W.SOM     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.JMEDHCWB,34632,VAA ,CJW Medical Center
.         ,CARC      ,37969,FLJ ,JFK Medical Center
COCNB     ,F.NVAL200 ,27450,COA ,North Suburban
COCCM     ,I.LASER   ,9726,KSA ,Centerpoint Medical Center
COCVT     ,MADCOCVT  ,31201,IDB ,West Valley Medical Center
COCBM     ,V.OPO     ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.WORH    ,34318,TXG ,Medical City Fort Worth
COCST     ,BI        ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.2AO     ,8409,VAC ,Dominion Hospital
COCER_O   ,W.MAM     ,25901,OKA ,Edmond OUMC
COCLR     ,SM.EDBH   ,30936,FLG ,Largo Medical Center
COCUB     ,X.PDINF   ,27200,COA ,P-SL Medical Center
COCAS     ,M.CCL     ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EP.OBGYN  ,33608,OKA ,OU Medical Center
COCID     ,D.PRE     ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.TLONCB  ,34372,TXG ,Medical City Lewisville
COCCT     ,NUR.TRN   ,34222,TNA ,Centennial Medical Center
COCNW     ,J.PL      ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.HMDD   ,27300,COA ,Rose Medical Center
COCVH     ,V.3W      ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.JOINT   ,34223,TNA ,Summit Medical Center
COCZR     ,H.REG IMG ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.LIT     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.SURG    ,35954,FLC ,Gulf Coast Hospital
COCRX     ,G.MEDSTAFF,30555,CAC ,Los Robles Hospital And Medica
COCWR     ,H.PTACCESS,30928,FLI ,West Florida Hospital
COCAA     ,M.SPTR    ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.LABSTAT,27100,COA ,Swedish Medical Center
COCNV     ,G.CVOD    ,34293,TNA ,Skyline Medical Center
COCKN     ,QM        ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,PCU       ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.XI     ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.ANES    ,30916,FLL ,North Florida Regional Medical
COCOP     ,CARCA     ,30913,FLH ,Orange Park Medical Center
COCUH     ,UADM      ,35940,FLB ,University Hospital
COCSW     ,W.ZUS     ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.MDFEE   ,34327,TXA ,West Houston Medical Center
COCHN     ,E.TEL     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,NFLCOCGO  ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.PK-NOTE ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.CPOEPEDS,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.CARD    ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.ER.CDUO ,34325,TXG ,Medical City Dallas
COCTU     ,D.ZVIEW   ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.ZPTOT   ,9727,KSA ,Research Medical Center
COCJR     ,F.Z/LCNH  ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.S3      ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.2WSAT   ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.RAD     ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.LIN    ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.GOOSAM  ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.ZM15    ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,H.BMCI    ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.XMS     ,30930,FLI ,Gulf Coast Regional Medical Ce
COCLV     ,F.PCUOP   ,31824,LAB ,Lakeview Regional Medical Cent
COCDO     ,D.YRAD    ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.SUNRISE ,26620,TNB ,Parkridge West Hospital
COCWY     ,J.ROSEN   ,31608,KSB ,Wesley Medical Center
COCCC     ,D.CNA     ,34632,VAA ,CJW Medical Center
.         ,02SO      ,37969,FLJ ,JFK Medical Center
COCNB     ,F.TRAN    ,27450,COA ,North Suburban
COCCM     ,I.MOBNM   ,9726,KSA ,Centerpoint Medical Center
COCVT     ,M.ENCOMPAS,31201,IDB ,West Valley Medical Center
COCBM     ,V.DENT    ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.ORTHO   ,34318,TXG ,Medical City Fort Worth
COCST     ,ZRCSW     ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.PSAS    ,8409,VAC ,Dominion Hospital
COCER_O   ,W.NSY     ,25901,OKA ,Edmond OUMC
COCLR     ,M.ASU     ,30936,FLG ,Largo Medical Center
COCUB     ,X.C2EOBS  ,27200,COA ,P-SL Medical Center
COCAS     ,M.NVL     ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EU.ENG    ,33608,OKA ,OU Medical Center
COCID     ,D.LITHO   ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.OBV     ,34372,TXG ,Medical City Lewisville
COCCT     ,M.PAT     ,34222,TNA ,Centennial Medical Center
COCNW     ,J.POLI    ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.POBL   ,27300,COA ,Rose Medical Center
COCVH     ,V.ORR     ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.SDC-634 ,34223,TNA ,Summit Medical Center
COCZR     ,H.IS      ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.QIA     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.NA      ,35954,FLC ,Gulf Coast Hospital
Derry     ,?,9844,1SQI,Derry
COCWR     ,H.OP531B  ,30928,FLI ,West Florida Hospital
COCAA     ,O.BM      ,27400,COA ,The Medical Center Aurora
COCZS     ,SE.ZLAB   ,27100,COA ,Swedish Medical Center
COCNV     ,G.NSY     ,34293,TNA ,Skyline Medical Center
COCKN     ,GBSNU3    ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,HR.PACUIN ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.ICCT   ,7150,CAC ,Riverside Community Hospital
COCXJ     ,PA04      ,30916,FLL ,North Florida Regional Medical
COCOP     ,G.ENDO1   ,30913,FLH ,Orange Park Medical Center
COCUH     ,UGCI      ,35940,FLB ,University Hospital
COCSW     ,W.ANGIO   ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.REF     ,34327,TXA ,West Houston Medical Center
COCHN     ,E.RXM     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.XI71    ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.GYNAFF  ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.CLHOLD  ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.OBOP    ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.NRS     ,34325,TXG ,Medical City Dallas
COCTU     ,D.ERIN    ,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.5E      ,9727,KSA ,Research Medical Center
COCJR     ,F.NUC     ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.T3      ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.EROP REG,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,MADCOCPMC ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.610    ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.PULM    ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.NSU     ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,H.MM      ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.INTERIM ,30930,FLI ,Gulf Coast Regional Medical Ce
COCLV     ,PCUD      ,31824,LAB ,Lakeview Regional Medical Cent
COCDO     ,D.NUROP   ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,GV.GHEARIN,26620,TNB ,Parkridge West Hospital
COCWY     ,W.MINO    ,31608,KSB ,Wesley Medical Center
COCCC     ,D.CCLIN   ,34632,VAA ,CJW Medical Center
.         ,ICWR      ,37969,FLJ ,JFK Medical Center
COCNB     ,F.LABM    ,27450,COA ,North Suburban
COCCM     ,I.LAUN    ,9726,KSA ,Centerpoint Medical Center
COCVT     ,M.AC      ,31201,IDB ,West Valley Medical Center
COCBM     ,V.ERADPSYC,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.HYBRID  ,34318,TXG ,Medical City Fort Worth
COCST     ,X.SCCI    ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.FD      ,8409,VAC ,Dominion Hospital
COCER_O   ,W.US      ,25901,OKA ,Edmond OUMC
COCLR     ,M.RDD     ,30936,FLG ,Largo Medical Center
COCUB     ,X.SECURE  ,27200,COA ,P-SL Medical Center
COCAS     ,K.L/D     ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EUR.DAVCO ,33608,OKA ,OU Medical Center
COCID     ,D.MAM     ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.CDU     ,34372,TXG ,Medical City Lewisville
COCCT     ,M.MM      ,34222,TNA ,Centennial Medical Center
COCNW     ,J.HR      ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.CSASD  ,27300,COA ,Rose Medical Center
COCVH     ,VHOBANES  ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.MCV1S   ,34223,TNA ,Summit Medical Center
COCZR     ,H.HIM     ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.TNY     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.ABCC    ,35954,FLC ,Gulf Coast Hospital
COCWR     ,H.OP519C  ,30928,FLI ,West Florida Hospital
COCAA     ,O.VOL     ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.NR     ,27100,COA ,Swedish Medical Center
COCNV     ,G.SDC-248 ,34293,TNA ,Skyline Medical Center
COCKN     ,VOL       ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.MEDIHH  ,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.EC     ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.z.OR    ,30916,FLL ,North Florida Regional Medical
COCOP     ,G.HEARTSMA,30913,FLH ,Orange Park Medical Center
COCUH     ,UBBK      ,35940,FLB ,University Hospital
COCSW     ,X.NEURO   ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.ECHO    ,34327,TXA ,West Houston Medical Center
COCHN     ,E.CCU     ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.1MOM    ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.SCH     ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.QIA     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.ZCM     ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.US      ,34325,TXG ,Medical City Dallas
COCTU     ,D.LSMB202E,31810,LAB ,Tulane University Hospital & C
COCRC     ,D.ZHEMO   ,9727,KSA ,Research Medical Center
COCJR     ,F.Z/ARCH  ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.SSUPOFF ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.DMED    ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.NSY2    ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.CPN    ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.ADOL    ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.BB      ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,B.BERLD   ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.TEST    ,30930,FLI ,Gulf Coast Regional Medical Ce
COCDO     ,Y.ADMIN   ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,G.COLL    ,26620,TNB ,Parkridge West Hospital
COCWY     ,J.CRM     ,31608,KSB ,Wesley Medical Center
COCCC     ,D.CCONCORD,34632,VAA ,CJW Medical Center
.         ,ER1       ,37969,FLJ ,JFK Medical Center
COCNB     ,F.2NS     ,27450,COA ,North Suburban
COCCM     ,Z.CVLAB   ,9726,KSA ,Centerpoint Medical Center
COCVT     ,MPRHSTATE ,31201,IDB ,West Valley Medical Center
COCBM     ,V.SOL     ,38340,TXA ,Bayshore Medical Center
COCPZ     ,M.PSTX    ,34318,TXG ,Medical City Fort Worth
COCST     ,STIMCU    ,39307,TXB ,Las Palmas Medical Center
COCXS     ,J.3C      ,8409,VAC ,Dominion Hospital
COCER_O   ,W.SPD     ,25901,OKA ,Edmond OUMC
COCLR     ,SM.ERI    ,30936,FLG ,Largo Medical Center
COCUB     ,X.3N3     ,27200,COA ,P-SL Medical Center
COCAS     ,M.HEART   ,34320,TXI ,South Austin Medical Center
COCPN_O   ,EU.CNS    ,33608,OKA ,OU Medical Center
COCID     ,D.TRICARE ,31202,IDA ,Eastern Idaho RMC
COCLE     ,L.PUL     ,34372,TXG ,Medical City Lewisville
COCCT     ,M.ORCHGA  ,34222,TNA ,Centennial Medical Center
COCNW     ,H.OHRR    ,30995,FLB ,Northwest Medical Center
COCYE     ,AM.SS     ,27300,COA ,Rose Medical Center
COCVH     ,V.DIAL    ,39309,TXB ,Del Sol Medical Center
COCDE     ,D.SDC-503 ,34223,TNA ,Summit Medical Center
COCZR     ,H.IMGS    ,34610,VAB ,LewisGale Hospital-Montgomery
COCCF     ,F.CNS     ,34319,TXA ,Woman's Hospital Of Texas
COCGC     ,G.PLLM    ,35954,FLC ,Gulf Coast Hospital
COCWR     ,H.RADICNM ,30928,FLI ,West Florida Hospital
COCAA     ,O.RXR     ,27400,COA ,The Medical Center Aurora
COCZS     ,AQ.US     ,27100,COA ,Swedish Medical Center
COCNV     ,G.ABGL    ,34293,TNA ,Skyline Medical Center
COCKN     ,CHF       ,35941,FLA ,Kendall Regional Medical Cente
COCHR     ,H.LYMPH CO,34634,VAA ,Henrico Doctors Hospital
COCDAW    ,AD.PACU   ,7150,CAC ,Riverside Community Hospital
COCXJ     ,H.Z.WHISP ,30916,FLL ,North Florida Regional Medical
COCOP     ,PHARM     ,30913,FLH ,Orange Park Medical Center
COCUH     ,U.ADN     ,35940,FLB ,University Hospital
COCSW     ,W.CCUS    ,35955,FLC ,Southwest Florida Reg Med Cent
COCWU     ,Z.SICU    ,34327,TXA ,West Houston Medical Center
COCHN     ,E.LAUN    ,34296,TNA ,Hendersonville Medical Center
COCGO     ,M.RAD     ,30572,CAA ,Good Samaritan Hospital
COCCBM    ,Q.CO      ,34415,UTA ,Ogden Regional Medical Center
COCQE     ,F.ENV     ,32902,NHA ,Portsmouth Regional Hospital
COCCO     ,L.TRICARE ,8158,GAA ,Coliseum Medical Centers
COCDL     ,H.RECTX   ,34325,TXG ,Medical City Dallas
COCTU     ,D.CAN     ,31810,LAB ,Tulane University Hospital & C
COCRC     ,L.ZBUSDEV ,9727,KSA ,Research Medical Center
COCJR     ,F.PTSP    ,34627,VAA ,John Randolph Medical Center
COCTR     ,D.OPMCPTH ,34001,SCA ,Trident Regional Medical Cente
COCCN     ,F.RX2     ,30953,FLF ,Central Florida Regional Hospi
COCPMC    ,L.CM      ,26516,TXA ,Pearland Medical Center
COCSR     ,AS.HR     ,27150,COA ,Sky Ridge Medical Center
COCEAF    ,F.FRAMAN  ,34630,VAB ,LewisGale Medical Center
COCSZ     ,D.XI88    ,32801,NVA ,Sunrise Hospital And Medical C
COCWM     ,H.CITC    ,39385,TXF ,Methodist Hospital
COCCBQ    ,E.WCC     ,30930,FLI ,Gulf Coast Regional Medical Ce
COCDO     ,D.YCR     ,8298,TXA ,Corpus Christi Medical Center
COCSU     ,V.PT      ,26620,TNB ,Parkridge West Hospital
COCWY     ,W.CCUW    ,31608,KSB ,Wesley Medical Center
COCCC     ,D.CFST    ,34632,VAA ,CJW Medical Center
